0	9.0142
1	8.5088
2	8.0472
3	7.5864
4	7.192
5	6.8439
6	6.4699
7	6.1511
8	5.8265
9	5.5679
10	5.2741
11	5.0571
12	4.8444
13	4.6676
14	4.5364
15	4.357
16	4.2384
17	4.0775
18	3.9741
19	3.8742
20	3.7786
21	3.6799
22	3.5832
23	3.5258
24	3.4266
25	3.3668
26	3.2922
27	3.2152
28	3.1561
29	3.091
30	3.0233
31	2.9755
32	2.9245
33	2.8681
34	2.8163
35	2.7697
36	2.727
37	2.6793
38	2.6402
39	2.6054
40	2.5597
41	2.5226
42	2.4777
43	2.4477
44	2.4083
45	2.3794
46	2.3505
47	2.3086
48	2.2748
49	2.2568
50	2.2198
51	2.1885
52	2.1699
53	2.1427
54	2.1092
55	2.0854
56	2.0706
57	2.0425
58	2.0137
59	2.0002
60	1.9638
61	1.9543
62	1.933
63	1.908
64	1.8902
65	1.8711
66	1.8484
67	1.8348
68	1.8069
69	1.7969
70	1.7804
71	1.7529
72	1.7428
73	1.7309
74	1.7049
75	1.6957
76	1.6821
77	1.6729
78	1.6441
79	1.6341
80	1.6233
81	1.6015
82	1.5906
83	1.5747
84	1.566
85	1.5574
86	1.5423
87	1.5292
88	1.5142
89	1.505
90	1.4858
91	1.4682
92	1.4648
93	1.4458
94	1.4367
95	1.4278
96	1.4242
97	1.405
98	1.3936
99	1.3791
100	1.3754
101	1.3628
102	1.3504
103	1.3483
104	1.3332
105	1.3209
106	1.318
107	1.3054
108	1.2936
109	1.2861
110	1.2724
111	1.2648
112	1.2572
113	1.2456
114	1.2374
115	1.2318
116	1.2237
117	1.2155
118	1.2018
119	1.1931
120	1.1868
121	1.185
122	1.1692
123	1.1611
124	1.1513
125	1.1457
126	1.142
127	1.1344
128	1.1245
129	1.1207
130	1.1096
131	1.0989
132	1.0966
133	1.0877
134	1.0757
135	1.0775
136	1.0739
137	1.0599
138	1.0548
139	1.0509
140	1.0408
141	1.0375
142	1.0227
143	1.0206
144	1.0194
145	1.0068
146	0.9987
147	1.0005
148	0.9917
149	0.9914
150	0.9803
151	0.9745
152	0.9711
153	0.9648
154	0.9639
155	0.9557
156	0.9537
157	0.9445
158	0.933
159	0.9339
160	0.929
161	0.92
162	0.9189
163	0.9106
164	0.9107
165	0.8996
166	0.8983
167	0.8933
168	0.8904
169	0.8881
170	0.8764
171	0.8741
172	0.8766
173	0.8713
174	0.865
175	0.8617
176	0.858
177	0.8522
178	0.8499
179	0.8428
180	0.8406
181	0.8361
182	0.8294
183	0.8284
184	0.8314
185	0.8267
186	0.8175
187	0.8143
188	0.811
189	0.814
190	0.8014
191	0.7984
192	0.7949
193	0.7966
194	0.7874
195	0.7913
196	0.784
197	0.7806
198	0.7803
199	0.7758
200	0.7706
201	0.7667
202	0.764
203	0.7606
204	0.7639
205	0.7584
206	0.7542
207	0.7536
208	0.7513
209	0.7487
210	0.7472
211	0.7423
212	0.7388
213	0.7388
214	0.7376
215	0.7334
216	0.7293
217	0.729
218	0.7233
219	0.724
220	0.7238
221	0.7166
222	0.7108
223	0.7101
224	0.7075
225	0.7044
226	0.708
227	0.701
228	0.6992
229	0.6981
230	0.6957
231	0.6985
232	0.6949
233	0.6923
234	0.6891
235	0.6844
236	0.6845
237	0.6835
238	0.6841
239	0.6783
240	0.6778
241	0.6709
242	0.6726
243	0.674
244	0.6706
245	0.6668
246	0.6712
247	0.6601
248	0.6653
249	0.6597
250	0.6563
251	0.6603
252	0.6602
253	0.6529
254	0.6529
255	0.6558
256	0.6508
257	0.6449
258	0.6466
259	0.6473
260	0.6419
261	0.637
262	0.6432
263	0.6411
264	0.637
