0	0.0493
1	0.1411
2	0.215
3	0.2604
4	0.2979
5	0.3319
6	0.3628
7	0.3917
8	0.4154
9	0.4375
10	0.457
11	0.4734
12	0.488
13	0.495
14	0.504
15	0.5134
16	0.5202
17	0.5281
18	0.5354
19	0.5387
20	0.5425
21	0.5465
22	0.5481
23	0.5517
24	0.5517
25	0.5552
26	0.5553
27	0.5532
28	0.5532
29	0.552
30	0.5517
31	0.553
32	0.5519
33	0.551
34	0.5496
35	0.5489
36	0.5477
37	0.5484
38	0.5481
39	0.5498
40	0.5484
41	0.5506
42	0.5516
43	0.5493
44	0.5467
45	0.5455
46	0.5455
47	0.5443
48	0.5468
49	0.5485
50	0.5448
51	0.5389
52	0.5379
53	0.5345
54	0.5351
55	0.5318
56	0.5254
57	0.5229
58	0.5252
59	0.5234
60	0.5185
61	0.5203
62	0.5206
63	0.5206
64	0.5207
65	0.5203
66	0.5203
67	0.5151
68	0.5139
69	0.5157
70	0.5168
71	0.5138
72	0.5126
73	0.5073
74	0.5089
75	0.5098
76	0.5118
77	0.5105
78	0.5049
79	0.5014
80	0.5057
81	0.5019
82	0.5007
83	0.4988
84	0.4959
85	0.4975
86	0.4961
87	0.4954
88	0.489
89	0.4879
90	0.486
91	0.4812
92	0.4783
93	0.4759
94	0.4776
95	0.4797
96	0.4817
97	0.4778
98	0.4747
99	0.4688
100	0.4669
101	0.4652
102	0.4594
103	0.4582
104	0.4592
105	0.4554
106	0.4555
107	0.4541
108	0.4527
109	0.4517
110	0.4503
111	0.4497
112	0.4483
113	0.4462
114	0.442
115	0.4428
116	0.4399
117	0.439
118	0.4374
119	0.436
120	0.434
121	0.432
122	0.4312
123	0.432
124	0.4251
125	0.4211
126	0.4193
127	0.4162
128	0.4182
129	0.4164
130	0.4152
131	0.4141
132	0.4125
133	0.4091
134	0.4116
135	0.4099
136	0.4139
137	0.4121
138	0.4103
139	0.4065
140	0.3995
141	0.3965
142	0.3958
143	0.3964
144	0.4009
145	0.3996
146	0.401
147	0.4019
148	0.4006
