0	0.0143
1	0.0152
2	0.0163
3	0.0175
4	0.0188
5	0.0204
6	0.022
7	0.0239
8	0.0259
9	0.0282
10	0.0307
11	0.0335
12	0.0367
13	0.0402
14	0.044
15	0.0483
16	0.053
17	0.0582
18	0.064
19	0.0704
20	0.0773
21	0.0848
22	0.0926
23	0.1005
24	0.1086
25	0.1166
26	0.1245
27	0.1321
28	0.1395
29	0.1468
30	0.1539
31	0.1608
32	0.1674
33	0.1739
34	0.1802
35	0.1863
36	0.1923
37	0.1979
38	0.2034
39	0.2087
40	0.2138
41	0.2187
42	0.2235
43	0.228
44	0.2324
45	0.2366
46	0.2408
47	0.2449
48	0.2489
49	0.2528
50	0.2567
51	0.2604
52	0.264
53	0.2677
54	0.2713
55	0.2749
56	0.2783
57	0.2818
58	0.2853
59	0.2887
60	0.2921
61	0.2954
62	0.2988
63	0.302
64	0.3053
65	0.3086
66	0.3118
67	0.315
68	0.3183
69	0.3215
70	0.3247
71	0.3279
72	0.3311
73	0.3343
74	0.3376
75	0.3408
76	0.344
77	0.3472
78	0.3503
79	0.3535
80	0.3566
81	0.3598
82	0.3629
83	0.366
84	0.3692
85	0.3723
86	0.3754
87	0.3784
88	0.3815
89	0.3846
90	0.3875
91	0.3905
92	0.3934
93	0.3963
94	0.3992
95	0.4019
96	0.4047
97	0.4075
98	0.4102
99	0.4129
100	0.4155
101	0.4181
102	0.4207
103	0.4233
104	0.4258
105	0.4283
106	0.4307
107	0.4331
108	0.4354
109	0.4377
110	0.44
111	0.4422
112	0.4444
113	0.4465
114	0.4487
115	0.4507
116	0.4528
117	0.4547
118	0.4567
119	0.4587
120	0.4606
121	0.4625
122	0.4644
123	0.4662
124	0.4681
125	0.4699
126	0.4716
127	0.4733
128	0.475
129	0.4767
130	0.4783
131	0.4799
132	0.4815
133	0.4831
134	0.4847
135	0.4861
136	0.4877
137	0.4892
138	0.4907
139	0.4922
140	0.4937
141	0.4951
142	0.4965
143	0.4979
144	0.4993
145	0.5007
146	0.502
147	0.5034
148	0.5047
149	0.5061
150	0.5074
151	0.5087
152	0.5101
153	0.5115
154	0.5128
155	0.5141
156	0.5154
157	0.5167
158	0.5179
159	0.5191
160	0.5203
161	0.5215
162	0.5227
163	0.5239
164	0.525
165	0.5262
166	0.5273
167	0.5284
168	0.5294
169	0.5305
170	0.5316
171	0.5326
172	0.5337
173	0.5347
174	0.5357
175	0.5366
176	0.5376
177	0.5386
178	0.5395
179	0.5404
180	0.5413
181	0.5421
182	0.5429
183	0.5438
184	0.5446
185	0.5454
186	0.5461
187	0.5469
188	0.5475
189	0.5483
190	0.5489
191	0.5496
192	0.5502
193	0.5509
194	0.5515
195	0.5521
196	0.5527
197	0.5534
198	0.5539
199	0.5546
200	0.5552
201	0.5558
202	0.5564
203	0.5569
204	0.5575
205	0.5581
206	0.5586
207	0.5591
208	0.5596
209	0.5602
210	0.5607
211	0.5611
212	0.5616
213	0.562
214	0.5624
215	0.5627
216	0.5631
217	0.5635
218	0.5639
219	0.5642
220	0.5646
221	0.565
222	0.5654
223	0.5658
224	0.5662
225	0.5666
226	0.567
227	0.5673
228	0.5676
229	0.5679
230	0.5682
231	0.5685
232	0.5688
233	0.5692
234	0.5695
235	0.5697
236	0.57
237	0.5703
238	0.5706
239	0.5709
240	0.5711
241	0.5714
242	0.5716
243	0.5718
244	0.5721
245	0.5723
246	0.5726
247	0.5729
248	0.5731
249	0.5734
250	0.5736
251	0.5739
252	0.5741
253	0.5743
254	0.5746
255	0.5748
256	0.575
257	0.5752
258	0.5754
259	0.5756
260	0.5758
261	0.576
262	0.5761
263	0.5763
264	0.5764
265	0.5766
266	0.5767
267	0.5769
268	0.577
269	0.5772
270	0.5773
271	0.5776
272	0.5778
273	0.5779
274	0.5781
275	0.5782
276	0.5784
277	0.5785
278	0.5786
279	0.5787
280	0.5788
281	0.5789
282	0.579
283	0.5792
284	0.5792
285	0.5793
286	0.5794
287	0.5795
288	0.5796
289	0.5798
290	0.5799
291	0.58
292	0.5801
293	0.5802
294	0.5803
295	0.5804
296	0.5805
297	0.5806
298	0.5807
299	0.5807
300	0.5808
301	0.5809
302	0.581
303	0.581
304	0.5811
305	0.5811
306	0.5812
307	0.5812
308	0.5813
309	0.5814
310	0.5815
311	0.5815
312	0.5816
313	0.5816
314	0.5817
315	0.5818
316	0.5818
317	0.5819
318	0.5819
319	0.5819
320	0.5819
321	0.5819
322	0.5819
323	0.582
324	0.582
325	0.582
326	0.5821
327	0.5822
328	0.5822
329	0.5822
330	0.5823
331	0.5823
332	0.5823
333	0.5823
334	0.5823
335	0.5823
336	0.5823
337	0.5823
338	0.5823
339	0.5823
340	0.5823
341	0.5823
342	0.5824
343	0.5824
344	0.5824
345	0.5824
346	0.5824
347	0.5824
348	0.5824
349	0.5824
350	0.5824
351	0.5824
352	0.5824
353	0.5823
354	0.5823
355	0.5823
356	0.5823
357	0.5823
358	0.5823
359	0.5823
360	0.5823
361	0.5823
362	0.5823
363	0.5823
364	0.5823
365	0.5823
366	0.5822
367	0.5822
368	0.5822
369	0.5822
370	0.5822
371	0.5822
372	0.5822
373	0.5822
374	0.5822
375	0.5823
376	0.5823
377	0.5823
378	0.5823
379	0.5822
380	0.5822
381	0.5821
382	0.5821
383	0.582
384	0.582
385	0.5819
386	0.5818
387	0.5818
388	0.5817
389	0.5817
390	0.5816
391	0.5816
392	0.5816
393	0.5816
394	0.5816
395	0.5815
396	0.5815
397	0.5814
398	0.5813
399	0.5812
400	0.5811
401	0.581
402	0.5809
403	0.5808
404	0.5807
405	0.5806
406	0.5806
407	0.5805
408	0.5805
409	0.5805
410	0.5805
411	0.5804
412	0.5804
413	0.5803
414	0.5803
415	0.5802
416	0.5801
417	0.58
418	0.5799
419	0.5799
420	0.5798
421	0.5797
422	0.5797
423	0.5796
424	0.5795
425	0.5795
426	0.5794
427	0.5793
428	0.5791
429	0.579
430	0.5789
431	0.5788
432	0.5787
433	0.5786
434	0.5785
435	0.5784
436	0.5783
437	0.5782
438	0.5782
439	0.5781
440	0.5781
441	0.5781
442	0.578
443	0.5779
444	0.5779
