0	3.7475
1	2.1978
2	2.9543
3	1.6546
4	1.7028
5	0.9768
6	2.1431
7	2.0255
8	0.5059
9	0.8107
10	1.0477
11	0.3043
12	1.1429
13	1.364
14	1.0162
15	2.6014
16	1.4978
17	0.3436
18	0.7674
19	0.4643
20	0.6782
21	1.2319
22	0.442
23	0.541
24	1.1777
25	0.6463
26	0.7573
27	0.7109
28	1.1327
29	1.2559
30	0.6064
31	0.5626
32	1.2158
33	1.2765
34	0.7822
35	0.4212
36	0.303
37	1.1165
38	0.3892
39	0.3468
40	0.4215
41	0.1484
42	0.5268
43	0.1442
44	0.5603
45	1.0658
46	0.2557
47	0.8461
48	0.4096
49	0.7328
50	0.5841
51	0.2871
52	1.0274
53	0.9651
54	0.7051
55	1.188
56	1.6084
57	0.5614
58	0.0669
59	0.9308
60	0.7782
61	0.1732
62	0.6097
63	0.1953
64	0.1909
65	0.3343
66	0.9112
67	0.3026
68	0.2624
69	0.9093
70	0.3124
71	0.7675
72	0.4981
73	0.4238
74	0.813
75	0.0596
76	0.6059
77	0.982
78	0.4416
79	0.2177
80	1.053
81	0.1906
82	0.4293
83	0.8431
84	0.1069
85	0.469
86	0.166
87	0.5814
88	0.1989
89	1.2384
90	0.9784
91	0.4416
92	0.5195
93	0.9629
94	0.1124
95	0.6362
96	0.0733
97	0.3484
98	0.5585
99	0.2222
100	0.168
101	0.1286
102	1.3373
103	0.6227
104	0.2675
105	0.0216
106	0.1826
107	0.043
108	0.5538
109	0.7079
110	0.0509
111	0.036
112	0.2512
113	0.2925
114	0.3347
115	0.4241
116	0.235
117	0.1295
118	0.1004
119	0.1741
120	0.1818
121	0.8367
122	0.2734
123	0.9501
124	0.1295
125	0.4089
126	0.8454
127	0.0515
128	0.0878
129	0.4315
130	0.6675
131	0.3435
132	0.5512
133	0.9651
134	0.1018
135	0.3761
136	0.2816
137	0.3038
138	0.9066
139	0.294
140	0.5532
141	0.423
142	0.6195
143	0.0694
144	0.1694
145	0.3997
146	1.132
147	0.2012
148	0.0404
149	0.3159
150	0.5029
151	0.1427
152	0.3473
153	0.6585
154	0.1111
155	0.5311
156	0.2253
157	0.931
158	0.883
159	0.2597
160	0.2162
161	0.6723
162	0.6711
163	0.2703
164	0.7844
165	0.7083
166	0.1774
167	0.0561
168	0.6617
169	0.0519
170	1.4281
171	0.1472
172	0.0274
173	0.0907
174	0.3252
175	0.0478
176	0.2128
177	0.3242
178	0.1544
179	0.4224
180	0.0767
181	0.2015
182	0.7274
183	0.3307
184	0.0691
185	0.0685
186	0.1454
187	0.5515
188	1.0878
189	1.3181
190	0.8455
191	0.4481
192	0.1617
193	0.3807
194	0.5115
